City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Boa Vista,BR,2022-02-06 20:32:50,2.8197,-60.6733,91.38,43,40,5.75
272,Sri Aman,MY,2022-02-06 20:32:51,1.2376,111.4621,75.25,94,100,1.14
273,Yenangyaung,MM,2022-02-06 20:32:51,20.4667,94.8833,61.83,45,9,5.37
274,Sidney,AU,2022-02-06 20:28:06,-33.8679,151.2073,67.26,85,40,13.0
275,Pokosnoye,RU,2022-02-06 20:32:52,55.5258,101.0536,9.88,98,100,2.59
276,Phan Thiet,VN,2022-02-06 20:32:53,10.9333,108.1,73.08,78,94,5.01
277,Raudeberg,NO,2022-02-06 20:32:53,61.9875,5.1352,38.19,86,80,4.0
278,Zabol,AF,2022-02-06 20:32:54,32.25,67.25,34.63,51,0,10.65
279,Emba,KZ,2022-02-06 20:32:54,48.8264,58.1442,16.5,96,100,9.51
280,Kattivakkam,IN,2022-02-06 20:32:55,13.2167,80.3167,80.08,77,98,7.92
281,Southbridge,US,2022-02-06 20:30:42,42.0751,-72.0334,29.08,52,100,10.0
282,Santa Maria Del Oro,MX,2022-02-06 20:32:56,25.9333,-105.3667,69.67,10,24,25.79
283,Pinotepa Nacional,MX,2022-02-06 20:32:56,16.3167,-98.0167,89.06,38,2,10.69
284,Bethel,US,2022-02-06 20:32:57,41.3712,-73.414,30.29,56,0,1.01
285,Dohar,BD,2022-02-06 20:32:57,23.5883,90.1469,64.38,66,33,4.88
286,Hokitika,NZ,2022-02-06 20:32:57,-42.7167,170.9667,60.31,56,100,6.4
287,Monrovia,LR,2022-02-06 20:32:58,6.3005,-10.7969,78.57,82,5,9.01
288,Geraldton,AU,2022-02-06 20:32:58,-28.7667,114.6,68.41,49,40,13.8
289,Hobyo,SO,2022-02-06 20:32:59,5.3505,48.5268,76.39,70,58,17.07
290,Kieta,PG,2022-02-06 20:32:59,-6.2167,155.6333,81.16,80,100,7.23
291,Skjervoy,NO,2022-02-06 20:32:59,70.0311,20.9714,32.18,67,76,16.13
292,Kazachinskoye,RU,2022-02-06 20:33:00,57.6953,93.2761,7.2,97,100,3.04
293,Shanghai,CN,2022-02-06 20:28:53,31.2222,121.4581,42.67,56,0,1.99
294,Loa Janan,ID,2022-02-06 20:33:01,-0.583,117.095,72.39,98,100,2.39
295,Hamilton,US,2022-02-06 20:30:24,39.1834,-84.5333,40.86,57,0,1.99
296,Ayr,GB,2022-02-06 20:33:02,55.4627,-4.6339,38.1,81,40,18.41
297,Leningradskiy,RU,2022-02-06 20:33:02,69.3833,178.4167,-23.08,98,28,6.33
298,Korgen,NO,2022-02-06 20:33:02,66.0771,13.8153,32.02,88,100,5.95
299,Mount Isa,AU,2022-02-06 20:31:10,-20.7333,139.5,73.17,73,41,4.61
300,Nishihara,JP,2022-02-06 20:33:03,26.1842,127.7558,58.28,62,75,6.91
301,Nakapiripirit,UG,2022-02-06 20:33:04,1.9167,34.7833,72.54,37,100,4.32
302,Esperantinopolis,BR,2022-02-06 20:33:04,-4.8667,-44.7083,77.45,95,100,2.48
303,Catuday,PH,2022-02-06 20:33:05,16.2923,119.8062,75.42,74,95,10.8
304,Buraydah,SA,2022-02-06 20:33:05,26.326,43.975,52.25,40,0,4.56
305,Ferreira Do Alentejo,PT,2022-02-06 20:33:06,38.05,-8.0333,53.19,66,0,5.75
306,Torrington,US,2022-02-06 20:33:06,41.8007,-73.1212,28.35,43,100,1.99
307,Upernavik,GL,2022-02-06 20:33:07,72.7868,-56.1549,-12.73,99,100,9.69
308,Sao Benedito Do Rio Preto,BR,2022-02-06 20:33:07,-3.3336,-43.5283,76.39,95,25,3.98
309,Banda Aceh,ID,2022-02-06 20:33:08,5.5577,95.3222,76.39,89,100,7.2
310,Feldbach,AT,2022-02-06 20:33:09,46.9531,15.8883,46.15,85,100,5.3
311,Isangel,VU,2022-02-06 20:29:07,-19.55,169.2667,77.11,94,100,0.0
312,Nowy Tomysl,PL,2022-02-06 20:33:10,52.3195,16.1284,41.25,81,100,20.42
313,Iskateley,RU,2022-02-06 20:28:15,67.6803,53.1512,9.34,89,100,15.28
314,Mayor Pablo Lagerenza,PY,2022-02-06 20:31:22,-19.9309,-60.7718,96.82,19,38,12.17
315,Qasigiannguit,GL,2022-02-06 20:33:10,68.8193,-51.1922,1.65,99,100,4.09
316,Bozeman,US,2022-02-06 20:34:11,45.6796,-111.0386,44.02,50,75,4.0
317,Severo-Kurilsk,RU,2022-02-06 20:32:15,50.6789,156.125,29.71,85,100,15.1
318,San Cristobal,VE,2022-02-06 20:34:12,7.7669,-72.225,73.58,61,80,2.51
319,Belaya Gora,RU,2022-02-06 20:34:12,68.5333,146.4167,-43.47,100,63,2.21
320,Whitehorse,CA,2022-02-06 20:32:10,60.7161,-135.0538,34.57,86,100,18.41
321,Rocha,UY,2022-02-06 20:34:13,-34.4833,-54.3333,68.13,56,57,17.69
322,Sao Gabriel Da Cachoeira,BR,2022-02-06 20:34:13,-0.1303,-67.0892,80.17,91,96,1.61
323,Moussoro,TD,2022-02-06 20:34:14,13.6408,16.4901,67.96,9,0,12.15
324,Penzance,GB,2022-02-06 20:34:14,50.1186,-5.5371,50.77,82,74,25.59
325,Pangnirtung,CA,2022-02-06 20:33:27,66.1451,-65.7125,-29.2,68,75,3.44
326,Fortuna,US,2022-02-06 20:34:15,40.5982,-124.1573,63.93,63,0,5.01
327,Nome,US,2022-02-06 20:34:13,64.5011,-165.4064,-0.33,60,0,11.5
328,Alghero,IT,2022-02-06 20:34:16,40.5589,8.3181,50.09,76,20,8.05
329,Gornyy,RU,2022-02-06 20:34:16,55.1153,83.9059,5.79,86,100,3.44
330,Hervey Bay,AU,2022-02-06 20:30:46,-25.2986,152.8535,66.31,80,42,14.32
331,Haines Junction,CA,2022-02-06 20:34:17,60.7522,-137.5108,37.35,60,100,14.97
332,Batagay-Alyta,RU,2022-02-06 20:34:17,67.8006,130.4114,-24.27,98,100,2.84
333,New Castle,US,2022-02-06 20:34:18,41.0037,-80.347,37.53,73,0,4.61
334,Kharagpur,IN,2022-02-06 20:34:18,22.3333,87.3333,60.71,61,12,1.16
335,Biak,ID,2022-02-06 20:34:19,-0.9131,122.8766,75.76,81,100,2.64
336,Tupiza,BO,2022-02-06 20:34:19,-21.45,-65.7167,62.91,52,92,13.44
337,Port-Gentil,GA,2022-02-06 20:34:20,-0.7193,8.7815,80.56,83,20,8.05
338,Ribeira Grande,PT,2022-02-06 20:34:21,38.5167,-28.7,63.0,82,75,11.5
339,Voyvozh,RU,2022-02-06 20:34:21,62.892,54.9635,14.02,88,100,9.62
340,Makakilo City,US,2022-02-06 20:34:22,21.3469,-158.0858,79.12,66,0,8.05
341,San Quintin,MX,2022-02-06 20:34:22,30.4833,-115.95,64.99,30,0,7.2
342,Ankazobe,MG,2022-02-06 20:34:23,-18.3167,47.1167,68.41,93,99,5.99
343,Saint-Francois,FR,2022-02-06 20:34:23,46.4154,3.9054,47.68,76,100,14.97
344,Taltal,CL,2022-02-06 20:34:23,-25.4,-70.4833,70.65,62,23,4.43
345,Hede,CN,2022-02-06 20:34:24,33.7681,120.2517,34.72,63,100,5.19
346,Cabedelo,BR,2022-02-06 20:34:25,-6.9811,-34.8339,83.07,69,10,11.65
347,Bay City,US,2022-02-06 20:34:25,43.5945,-83.8889,35.58,65,0,10.0
348,Knyaze-Volkonskoye,RU,2022-02-06 20:34:26,48.4642,135.4567,-3.66,99,100,3.42
349,Saint-Ambroise,CA,2022-02-06 20:34:26,48.5501,-71.3324,9.14,51,100,3.44
350,Puerto Baquerizo Moreno,EC,2022-02-06 20:34:27,-0.9,-89.6,81.59,65,20,16.11
351,Jesup,US,2022-02-06 20:34:27,31.6074,-81.8854,46.09,87,100,6.91
352,Pontianak,ID,2022-02-06 20:34:28,-0.0333,109.3333,73.38,100,75,2.3
353,Pingliang,CN,2022-02-06 20:34:28,35.5392,106.6861,6.06,92,60,5.64
354,Bonthe,SL,2022-02-06 20:34:29,7.5264,-12.505,78.93,83,28,8.97
355,Ternate,ID,2022-02-06 20:34:29,0.8,127.4,79.99,79,100,6.55
356,Zhuhai,CN,2022-02-06 20:34:30,22.2769,113.5678,62.31,82,20,16.11
357,Bilibino,RU,2022-02-06 20:32:19,68.0546,166.4372,-17.32,77,6,4.45
358,Rampur Hat,IN,2022-02-06 20:34:30,24.1667,87.7833,58.51,65,17,2.8
359,Sribne,UA,2022-02-06 20:34:31,50.6638,32.9187,24.39,92,72,8.97
360,Palmer,US,2022-02-06 20:34:30,42.1584,-72.3287,29.48,39,40,1.99
361,Ahuimanu,US,2022-02-06 20:34:32,21.4447,-157.8378,80.31,74,40,5.01
362,Muzhi,RU,2022-02-06 20:34:32,65.3667,64.6667,-22.63,100,93,1.12
363,Maceio,BR,2022-02-06 20:33:48,-9.6658,-35.7353,83.64,61,0,14.97
364,Dois Irmaos,BR,2022-02-06 20:34:33,-29.5803,-51.0853,80.46,37,9,6.76
365,Wewak,PG,2022-02-06 20:35:34,-3.5534,143.6268,77.79,86,100,2.71
366,Vila Do Maio,CV,2022-02-06 20:35:34,15.1333,-23.2167,72.39,80,0,13.67
367,Carballo,ES,2022-02-06 20:35:35,43.213,-8.691,51.76,86,70,1.72
368,Tigil,RU,2022-02-06 20:35:35,57.8,158.6667,2.84,86,77,5.48
369,Cabcab,PH,2022-02-06 20:35:36,13.6268,124.0515,78.49,80,90,11.03
370,Moengo,SR,2022-02-06 20:35:36,5.6167,-54.4,80.51,74,98,5.64
371,General Pico,AR,2022-02-06 20:34:43,-35.6566,-63.7568,78.67,18,0,6.91
372,Flagstaff,US,2022-02-06 20:31:01,35.1981,-111.6513,48.67,25,0,1.99
373,Letka,RU,2022-02-06 20:35:37,59.6011,49.4232,16.75,97,98,3.38
374,Saint-Pierre,RE,2022-02-06 20:35:38,-21.3393,55.4781,80.24,78,0,1.14
375,Kamaishi,JP,2022-02-06 20:35:38,39.2667,141.8833,26.02,63,3,4.68
376,Vila Praia De Ancora,PT,2022-02-06 20:35:38,41.811,-8.8526,54.46,69,79,12.33
377,Lorengau,PG,2022-02-06 20:35:39,-2.0226,147.2712,80.98,80,100,6.42
378,Lubon,PL,2022-02-06 20:35:39,52.3471,16.8927,41.4,95,100,21.99
379,Bella Union,UY,2022-02-06 20:35:40,-30.2752,-57.6007,81.88,21,0,15.79
380,Cayenne,GF,2022-02-06 20:35:40,4.9333,-52.3333,81.09,85,75,5.99
381,Paracuru,BR,2022-02-06 20:35:41,-3.41,-39.0306,84.22,73,46,9.62
382,Santa Rosa,PH,2022-02-06 20:35:42,14.3122,121.1114,78.78,82,94,12.68
383,Sola,VU,2022-02-06 20:35:42,-13.8833,167.55,82.6,77,100,17.54
384,Samarai,PG,2022-02-06 20:33:41,-10.6167,150.6667,81.73,76,100,9.24
385,Berbera,SO,2022-02-06 20:35:43,10.4396,45.0143,76.55,81,95,2.35
386,Nouadhibou,MR,2022-02-06 20:35:44,20.931,-17.0347,66.18,94,6,13.8
387,Saint-Augustin,CA,2022-02-06 20:31:00,51.226,-58.6502,-9.62,79,4,7.16
388,Esperance,AU,2022-02-06 20:35:44,-33.8667,121.9,60.64,59,84,25.72
389,Curaca,BR,2022-02-06 20:35:45,-8.9903,-39.9094,91.89,28,28,7.65
390,Onguday,RU,2022-02-06 20:35:45,50.75,86.15,-11.02,97,23,2.95
391,Kindersley,CA,2022-02-06 20:31:44,51.4668,-109.1682,33.58,86,100,8.05
392,Meulaboh,ID,2022-02-06 20:35:46,4.1363,96.1285,75.07,91,100,3.51
393,San Juan,AR,2022-02-06 20:34:02,-31.5375,-68.5364,82.62,27,0,6.24
394,Rosario Oeste,BR,2022-02-06 20:35:46,-14.8361,-56.4275,80.1,88,100,3.04
395,Manzanillo,CU,2022-02-06 20:35:47,20.3433,-77.1167,82.54,48,71,4.45
396,Manica,FR,2022-02-06 20:35:47,49.0,-1.1667,51.21,85,99,16.71
397,Yamada,JP,2022-02-06 20:35:48,39.4667,141.95,23.65,64,7,4.18
398,Salinopolis,BR,2022-02-06 20:35:48,-0.6136,-47.3561,78.35,88,100,8.19
399,Dezhou,CN,2022-02-06 20:35:49,37.4486,116.2925,30.06,43,100,4.72
400,Solnechnyy,RU,2022-02-06 20:35:49,50.7214,136.6319,-5.1,99,98,1.88
401,Santa Isabel Do Rio Negro,BR,2022-02-06 20:35:50,-0.4139,-65.0192,80.2,76,100,5.37
402,Mascota,MX,2022-02-06 20:35:51,20.5167,-104.7833,62.31,20,14,7.9
403,Kaolinovo,BG,2022-02-06 20:35:51,43.6167,27.1167,39.13,73,96,6.98
404,Kamiiso,JP,2022-02-06 20:35:52,41.8167,140.65,21.74,91,68,5.14
405,Nemuro,JP,2022-02-06 20:35:52,43.3236,145.575,23.72,76,69,16.2
406,Ritchie,ZA,2022-02-06 20:35:53,-29.038,24.6028,70.81,44,5,6.8
407,Peace River,CA,2022-02-06 20:35:53,56.2501,-117.286,43.11,52,75,37.98
408,Xining,CN,2022-02-06 20:35:54,36.6167,101.7667,8.6,92,86,1.66
409,Mount Pleasant,US,2022-02-06 20:35:54,32.7941,-79.8626,47.08,65,75,1.99
410,Lenine,UA,2022-02-06 20:35:55,45.2986,35.7771,35.24,81,92,6.82
411,Alyangula,AU,2022-02-06 20:38:04,-13.8483,136.4192,75.07,100,79,0.0
412,Dhidhdhoo,MV,2022-02-06 20:38:05,6.8833,73.1,80.13,72,75,8.9
413,Vanavara,RU,2022-02-06 20:33:44,60.34,102.2797,-15.97,100,97,2.06
414,Tocopilla,CL,2022-02-06 20:38:05,-22.092,-70.1979,72.16,62,18,7.09
415,Shirokiy,RU,2022-02-06 20:38:06,49.758,129.523,-23.04,100,100,1.41
416,Kochi,IN,2022-02-06 20:38:06,9.9399,76.2602,75.18,84,13,5.77
417,Akdepe,TM,2022-02-06 20:38:07,42.0551,59.3788,30.2,62,8,9.26
418,Atotonilco El Grande,MX,2022-02-06 20:38:07,20.2833,-98.6667,70.34,30,26,8.01
419,Umea,SE,2022-02-06 20:38:07,63.8284,20.2597,30.13,93,75,9.22
420,Katobu,ID,2022-02-06 20:34:43,-4.9408,122.5276,75.11,93,45,5.17
421,Bafq,IR,2022-02-06 20:38:08,31.6128,55.4107,47.05,29,0,2.35
422,Boende,CD,2022-02-06 20:38:08,-0.2167,20.8667,79.09,45,99,1.25
423,Anadyr,RU,2022-02-06 20:38:09,64.75,177.4833,-19.7,76,0,8.95
424,Dongsheng,CN,2022-02-06 20:38:09,39.8161,109.9776,16.34,35,100,4.72
425,Dalianwan,CN,2022-02-06 20:38:10,39.0286,121.695,21.24,79,0,2.24
426,Half Moon Bay,US,2022-02-06 20:38:10,37.4636,-122.4286,69.57,52,0,16.11
427,Maryville,US,2022-02-06 20:38:04,35.7565,-83.9705,52.18,44,0,1.01
428,Tsaratanana,MG,2022-02-06 20:38:11,-16.7833,47.65,71.37,94,95,2.28
429,Radevormwald,DE,2022-02-06 20:38:12,51.2,7.35,39.61,90,100,14.18
430,Alta Floresta,BR,2022-02-06 20:35:56,-9.8756,-56.0861,87.62,66,75,2.3
431,Okhotsk,RU,2022-02-06 20:38:12,59.3833,143.3,-1.68,71,99,9.51
432,Ambon,ID,2022-02-06 20:38:13,-3.6954,128.1814,75.34,94,40,5.75
433,Betare Oya,CM,2022-02-06 20:38:13,5.6,14.0833,73.2,25,3,5.82
434,Jiaojiang,CN,2022-02-06 20:38:14,28.6803,121.4428,43.0,95,100,4.85
435,Lar,IN,2022-02-06 20:38:14,26.2039,83.9717,51.21,82,0,3.0
436,Pitimbu,BR,2022-02-06 20:36:58,-7.4706,-34.8086,82.99,68,8,12.35
437,Namtsy,RU,2022-02-06 20:38:15,62.7161,129.6658,-32.69,100,97,2.95
438,Kem,RU,2022-02-06 20:38:15,64.9555,34.5793,10.38,95,87,12.33
439,Poum,NC,2022-02-06 20:38:16,-20.2333,164.0167,80.73,82,100,11.48
440,Colorado Springs,US,2022-02-06 20:38:16,38.8339,-104.8214,38.75,48,20,5.01
441,Khislavichi,RU,2022-02-06 20:38:17,54.1871,32.1582,30.7,96,100,14.81
442,Araouane,ML,2022-02-06 20:38:17,18.9048,-3.5265,68.63,10,0,8.61
443,Honiara,SB,2022-02-06 20:38:13,-9.4333,159.95,81.82,83,100,5.82
444,Dvinskoy,RU,2022-02-06 20:38:18,62.1535,45.1175,9.7,99,96,4.52
445,Aswan,EG,2022-02-06 20:38:18,24.0934,32.907,60.1,31,0,6.91
446,Kamra,PK,2022-02-06 20:38:19,33.7473,73.5111,46.96,67,100,6.91
447,Hofn,IS,2022-02-06 20:38:19,64.2539,-15.2082,26.92,66,35,16.24
448,Ca Mau,VN,2022-02-06 20:38:20,9.1769,105.15,78.17,69,97,9.01
449,Yining,CN,2022-02-06 20:38:20,29.0361,114.5636,34.66,100,100,3.11
450,Muroto,JP,2022-02-06 20:38:21,33.2833,134.15,40.46,57,34,10.22
451,Evensk,RU,2022-02-06 20:38:21,61.95,159.2333,-0.6,69,0,8.75
452,Channel-Port Aux Basques,CA,2022-02-06 20:38:21,47.5702,-59.1367,18.27,68,100,21.81
453,Ucluelet,CA,2022-02-06 20:38:22,48.9329,-125.5528,48.09,87,74,4.0
454,Montreal,CA,2022-02-06 20:35:33,45.5088,-73.5878,21.15,57,100,5.75
455,Riachao Das Neves,BR,2022-02-06 20:38:23,-11.7461,-44.91,74.43,89,100,3.49
456,Panjakent,TJ,2022-02-06 20:38:24,39.4952,67.6093,30.0,95,98,3.33
457,Unity,CA,2022-02-06 20:39:25,52.4501,-109.1682,32.25,79,73,15.88
458,Bone,DE,2022-02-06 20:39:26,51.9669,12.1396,43.29,81,100,13.58
459,Port-Cartier,CA,2022-02-06 20:39:26,50.0334,-66.8654,6.75,84,100,6.78
460,Finschhafen,PG,2022-02-06 20:39:27,-6.6024,147.8681,80.22,82,75,5.97
461,Kavaratti,IN,2022-02-06 20:38:23,10.5669,72.642,77.92,69,25,10.2
462,Sakaiminato,JP,2022-02-06 20:39:15,35.55,133.2333,35.58,80,75,9.22
463,Beringovskiy,RU,2022-02-06 20:39:27,63.05,179.3167,-18.81,98,40,6.64
464,Mon,IN,2022-02-06 20:39:28,26.75,95.1,46.2,91,0,3.42
465,Chicama,PE,2022-02-06 20:39:28,-7.8447,-79.1469,70.34,59,92,10.98
466,Brigantine,US,2022-02-06 20:39:29,39.4101,-74.3646,39.27,60,0,6.91
467,Cabra,ES,2022-02-06 20:39:29,37.4725,-4.4421,52.9,80,6,2.77
468,Cairns,AU,2022-02-06 20:39:30,-16.9167,145.7667,76.1,88,75,9.22
469,Homer,US,2022-02-06 20:39:30,59.6425,-151.5483,32.04,93,100,6.91
470,Bandarbeyla,SO,2022-02-06 20:39:31,9.4942,50.8122,75.31,74,73,13.76
471,Laurel,US,2022-02-06 20:39:31,39.0993,-76.8483,39.88,38,0,1.99
472,Tura,IN,2022-02-06 20:39:32,25.5198,90.2201,51.39,80,0,3.15
473,Nyurba,RU,2022-02-06 20:39:32,63.2842,118.3319,-3.73,98,100,5.93
474,Vostok,RU,2022-02-06 20:39:33,46.4856,135.8833,-10.1,99,98,4.03
475,Shelburne,CA,2022-02-06 20:39:33,44.0787,-80.2041,28.67,75,83,15.82
476,Jalu,LY,2022-02-06 20:39:34,29.0331,21.5482,59.56,30,25,5.95
477,Urumqi,CN,2022-02-06 20:39:34,43.801,87.6005,-1.25,85,9,2.24
478,Bemidji,US,2022-02-06 20:39:35,47.4736,-94.8803,13.05,70,75,10.36
479,Kollam,IN,2022-02-06 20:37:21,8.8833,76.6,80.47,86,57,6.38
480,Arkhangelsk,RU,2022-02-06 20:39:35,64.5401,40.5433,8.71,84,40,6.71
481,Mackay,AU,2022-02-06 20:39:36,-21.15,149.2,75.69,83,75,6.91
482,Jiaonan,CN,2022-02-06 20:39:36,35.8786,119.9753,21.22,42,100,4.59
483,Rundu,NA,2022-02-06 20:39:37,-17.9333,19.7667,70.56,74,99,6.51
484,Lawrenceburg,US,2022-02-06 20:39:37,38.0373,-84.8966,45.32,52,0,10.36
485,Pokhara,NP,2022-02-06 20:39:38,28.2333,83.9833,47.41,78,14,2.86
486,Flinders,AU,2022-02-06 20:39:38,-34.5833,150.8552,67.8,90,92,7.0
487,Tambun,ID,2022-02-06 20:39:39,-6.2641,107.0712,78.04,89,94,6.42
488,Thurso,GB,2022-02-06 20:39:39,58.5927,-3.5259,39.15,67,19,21.45
489,Fairbanks,US,2022-02-06 20:38:53,64.8378,-147.7164,-1.7,78,100,0.0
490,Baturaden,ID,2022-02-06 20:39:40,-7.3,109.2167,65.77,94,100,4.83
491,Bagnols-Sur-Ceze,FR,2022-02-06 20:39:40,44.1599,4.6178,50.22,60,0,8.05
492,Sioux Lookout,CA,2022-02-06 20:39:41,50.1001,-91.917,10.78,67,20,5.75
493,Kargil,IN,2022-02-06 20:39:41,34.5667,76.1,14.99,95,100,2.06
494,Gravdal,NO,2022-02-06 20:39:42,68.1214,13.5031,33.48,65,100,10.09
495,Abu Dhabi,AE,2022-02-06 20:38:59,24.4667,54.3667,66.31,62,20,1.01
496,Bria,CF,2022-02-06 20:39:43,6.5423,21.9863,72.95,22,90,5.61
497,Mandurah,AU,2022-02-06 20:39:43,-32.55,115.7,65.21,49,94,21.77
498,Saint-Joseph,RE,2022-02-06 20:39:44,-21.3667,55.6167,79.16,78,99,9.64
499,Newport,GB,2022-02-06 20:37:28,51.5877,-2.9984,46.26,73,32,1.99
500,Grafton,US,2022-02-06 20:40:45,42.207,-71.6856,29.57,56,0,1.01
501,Eyl,SO,2022-02-06 20:40:45,7.9803,49.8164,74.68,72,100,16.28
502,Sambava,MG,2022-02-06 20:40:46,-14.2667,50.1667,75.94,89,87,5.55
503,Ancud,CL,2022-02-06 20:40:46,-41.8697,-73.8203,74.23,68,8,7.45
504,Amahai,ID,2022-02-06 20:40:47,-3.3333,128.9167,77.79,84,90,4.92
505,Shizunai,JP,2022-02-06 20:40:19,42.3339,142.3669,24.66,78,41,13.06
506,Languyan,PH,2022-02-06 20:40:47,5.2618,120.0807,78.15,83,63,5.26
507,Tamalameque,CO,2022-02-06 20:40:48,8.8522,-73.8123,95.07,33,4,6.04
508,Moron,AR,2022-02-06 20:40:48,-34.6534,-58.6198,72.01,57,73,13.02
509,Padang,ID,2022-02-06 20:40:46,-0.9492,100.3543,76.33,77,100,3.76
510,Repalle,IN,2022-02-06 20:40:49,16.0167,80.85,68.9,86,100,3.78
511,Bandiagara,ML,2022-02-06 20:40:49,14.3501,-3.6104,73.29,11,0,9.55
512,College,US,2022-02-06 20:40:50,64.8569,-147.8028,-1.71,78,100,3.44
513,Cuamba,MZ,2022-02-06 20:40:50,-14.8031,36.5372,66.34,94,4,4.16
514,Mragowo,PL,2022-02-06 20:40:51,53.8644,21.3051,39.2,96,100,18.52
515,Fort Nelson,CA,2022-02-06 20:40:51,58.8053,-122.7002,36.64,88,100,4.83
516,Praia,CV,2022-02-06 20:40:52,14.9215,-23.5087,72.14,73,20,17.27
517,Kendari,ID,2022-02-06 20:40:52,-3.945,122.4989,78.21,83,100,7.05
518,Lubben,DE,2022-02-06 20:40:53,51.95,13.9,42.26,79,100,14.83
519,Dwarka,IN,2022-02-06 20:39:34,22.2394,68.9678,68.45,62,5,8.01
520,Genhe,CN,2022-02-06 20:40:53,50.7833,121.5167,-17.5,100,62,1.5
521,Bushehr,IR,2022-02-06 20:36:06,28.9684,50.8385,60.89,59,0,18.41
522,Goundam,ML,2022-02-06 20:40:54,16.4145,-3.6708,70.97,11,0,10.4
523,Winslow,US,2022-02-06 20:40:55,35.0242,-110.6974,49.96,21,0,4.0
524,Coquimbo,CL,2022-02-06 20:38:17,-29.9533,-71.3436,67.73,72,40,12.66
525,Bathsheba,BB,2022-02-06 20:39:37,13.2167,-59.5167,81.21,69,40,17.27
526,Kutulik,RU,2022-02-06 20:40:55,53.3508,102.7839,5.43,93,87,4.25
527,Acarau,BR,2022-02-06 20:40:47,-2.8856,-40.12,81.01,75,64,13.53
528,Vrises,GR,2022-02-06 20:40:56,35.492,23.8899,56.16,84,17,4.43
529,Katherine,AU,2022-02-06 20:40:57,-14.4667,132.2667,75.52,94,95,0.0
530,Villefontaine,FR,2022-02-06 20:40:57,45.6125,5.1456,45.36,78,100,8.01
531,Harer,ET,2022-02-06 20:40:58,9.3094,42.1258,57.72,81,2,7.7
532,Ambilobe,MG,2022-02-06 20:40:58,-13.2,49.05,74.71,93,98,2.62
533,Pecos,US,2022-02-06 20:40:59,31.4229,-103.4932,59.09,21,0,14.97
534,Najran,SA,2022-02-06 20:40:59,17.4924,44.1277,57.85,46,64,4.09
535,Viloco,BO,2022-02-06 20:41:00,-16.95,-67.55,42.28,93,100,5.12
536,Vila Velha,BR,2022-02-06 20:41:00,-20.3297,-40.2925,80.94,84,40,8.99
537,Mogocha,RU,2022-02-06 20:41:01,53.7333,119.7667,-4.47,99,100,2.28
538,Ustyuzhna,RU,2022-02-06 20:41:01,58.8394,36.4321,16.39,95,75,7.02
539,Severo-Yeniseyskiy,RU,2022-02-06 20:41:02,60.3725,93.0408,6.42,98,100,1.72
540,Halifax,CA,2022-02-06 20:37:08,44.6453,-63.5724,20.21,72,3,2.3
541,Pineville,US,2022-02-06 20:41:02,31.3224,-92.4343,57.33,32,0,1.01
542,Pisco,PE,2022-02-06 20:41:03,-13.7,-76.2167,71.02,83,20,10.36
543,Tucumcari,US,2022-02-06 20:42:03,35.1717,-103.725,44.94,49,100,21.85
